peId,peMonth,peDay,pePday,peType,peDesc,peReading,peDisplay,peIndex,peFlag
1312,9,1,999,Gospel,New Year,Luke_4016_4022,Luke 4:16-22,50,0
1313,9,1,999,Epistle,St. Simeon,Col_3012_3016,Colossians 3:12-16,51,0
1314,9,1,999,Gospel,St. Simeon,Matt_11027_11030,Matthew 11:27-30,52,0
1315,9,8,999,Vespers,"",Gen_28010_28017,Genesis 28:10-17,4,0
1316,9,8,999,Vespers,"",Ezek_43027_44004,Ezekiel 43:27-44:4,5,0
1317,9,8,999,Vespers,"",Prov_9001_9011,Proverbs 9:1-11,6,0
1318,9,8,999,Matins Gospel,"",Luke_1039_1049|Luke_1056_1056,"Luke 1:39-49, 56",29,0
1319,9,8,999,Epistle,Theotokos,Phil_2005_2011,Philippians 2:5-11,89,0
1320,9,8,999,Gospel,Theotokos,Luke_10038_10042|Luke_11027_11028,"Luke 10:38-42; 11:27-28",99,0
1321,9,12,999,Epistle,Theotokos,Phil_2005_2011,Philippians 2:5-11,36,0
1322,9,12,999,Gospel,Theotokos,Luke_10038_10042|Luke_11027_11028,"Luke 10:38-42; 11:27-28",37,0
1323,9,13,999,Vespers,"",3Kg_8022_8023|3Kg_8027_8030,"3[1] Kings 8:22-23, 27-30",4,0
1324,9,13,999,Vespers,"",Prov_3019_3034,Proverbs 3:19-34,5,0
1325,9,13,999,Vespers,"",Prov_9001_9011,Proverbs 9:1-11,6,0
1326,9,13,999,Epistle,Church,Heb_3001_3004,Hebrews 3:1-4,36,0
1327,9,13,999,Gospel,Church,Matt_16013_16018,Matthew 16:13-18,37,0
1328,9,14,999,Vespers,"",Exod_15022_16001,Exodus 15:22-16:1,4,0
1329,9,14,999,Vespers,"",Prov_3011_3018,Proverbs 3:11-18,5,0
1330,9,14,999,Vespers,"",Isa_60011_60016,Isaiah 60:11-16,6,0
1331,9,14,999,Matins Gospel,"",John_12028_12036,John 12:28-36,29,0
1332,9,14,999,Epistle,"",1Cor_1018_1024,1 Corinthians 1:18-24,89,0
1333,9,14,999,Gospel,"",John_19006_19011|John_19013_19020|John_19025_19028|John_19030_19035,"John 19:6-11, 13-20, 25-28, 30-35",99,0
1334,9,23,999,Epistle,Forerunner,Gal_4022_4031,Galatians 4:22-31,36,0
1335,9,23,999,Gospel,Forerunner,Luke_1005_1025,Luke 1:5-25,37,0
1336,9,24,999,Vespers,"",Isa_43009_43014,Isaiah 43:9-14,4,0
1337,9,24,999,Vespers,"",Wis_3001_3009,Wisdom of Solomon 3:1-9,5,0
1338,9,24,999,Vespers,"",Wis_5015_6003,Wisdom of Solomon 5:15-6:3,6,0
1339,9,24,999,Matins Gospel,"",Luke_12002_12012,Luke 12:2-12,29,0
1340,9,24,999,Epistle,New Martyrs,Rom_8028_8039,Romans 8:28-39,36,0
1341,9,24,999,Gospel,New Martyrs,Luke_21012_21019,Luke 21:12-19,37,0
1342,9,25,999,Vespers,"",Comp_2001_2004,"Composite 2 - Proverbs 10, 3, 8",4,0
1343,9,25,999,Vespers,"",Prov_10031_11012,Proverbs 10:31-11:12,5,0
1344,9,25,999,Vespers,"",Wis_3001_3009,Wisdom of Solomon 3:1-9,6,0
1345,9,25,999,Matins Gospel,"",Matt_11027_11030,Matthew 11:27-30,29,0
1346,9,25,999,Epistle,Saint,Gal_5022_6002,Galatians 5:22-6:2,36,0
1347,9,25,999,Gospel,Saint,Luke_6017_6023,Luke 6:17-23,37,0
1348,9,26,999,Vespers,"",1John_3021_4006,1 John 3:21-4:6,4,0
1349,9,26,999,Vespers,"",1John_4011_4016,1 John 4:11-16,5,0
1350,9,26,999,Vespers,"",1John_4020_5005,1 John 4:20-5:5,6,0
1351,9,26,999,Matins Gospel,"",John_21015_21025,John 21:15-25,29,0
1352,9,26,999,Epistle,St. John,1John_4012_4019,1 John 4:12-19,36,0
1353,9,26,999,Gospel,St. John,John_19025_19027|John_21024_21025,"John 19:25-27; 21:24-25",37,0
1354,9,28,999,Vespers,"",Wis_5015_6003,Wisdom of Solomon 5:15-6:3,4,0
1355,9,28,999,Vespers,"",Wis_3001_3009,Wisdom of Solomon 3:1-9,5,0
1356,9,28,999,Vespers,"",Wis_4007_4015,Wisdom of Solomon 4:7-15,6,0
1357,9,28,999,Matins Gospel,"",Matt_4025_5012,Matthew 4:25-5:12,29,0
1358,9,28,999,Epistle,Saint,2Cor_4006_4015,2 Corinthians 4:6-15,36,0
1359,9,28,999,Gospel,Saint,Luke_6017_6023,Luke 6:17-23,37,0
1360,10,1,999,Vespers,"",Gen_28010_28017,Genesis 28:10-17,4,0
1361,10,1,999,Vespers,"",Ezek_43027_44004,Ezekiel 43:27-44:4,5,0
1362,10,1,999,Vespers,"",Prov_9001_9011,Proverbs 9:1-11,6,0
1363,10,1,999,Matins Gospel,"",Luke_1039_1049|Luke_1056_1056,"Luke 1:39-49, 56",29,0
1364,10,1,999,Epistle,Theotokos,Heb_9001_9007,Hebrews 9:1-7,36,0
1365,10,1,999,Gospel,Theotokos,Luke_10038_10042|Luke_11027_11028,"Luke 10:38-42; 11:27-28",37,0
1366,10,6,999,Vespers,"",Comp_2001_2004,"Composite 2 - Proverbs 10, 3, 8",4,0
1367,10,6,999,Vespers,"",Comp_3001_3003,"Composite 3 - Wisdom of Solomon 4, 5",5,0
1368,10,6,999,Vespers,"",Comp_4001_4004,"Composite 4 - Proverbs 10; Wisdom of Solomon 6, 7, 8, 9",6,0
1369,10,6,999,Matins Gospel,"",John_10001_10009,John 10:1-9,29,0
1370,10,6,999,Epistle,St. Innocent,Heb_7026_8002,Hebrews 7:26-8:2,36,0
1371,10,6,999,Gospel,St. Innocent,John_10009_10016,John 10:9-16,37,0
1372,10,9,999,Vespers,"",Wis_3001_3009,Wisdom of Solomon 3:1-9,4,0
1373,10,9,999,Vespers,"",Wis_5015_6003,Wisdom of Solomon 5:15-6:3,5,0
1374,10,9,999,Vespers,"",Wis_4007_4015,Wisdom of Solomon 4:7-15,6,0
1375,10,9,999,Matins Gospel,"",John_10001_10009,John 10:1-9,29,0
1376,10,9,999,Epistle,St. Tikhon,Heb_7026_8002,Hebrews 7:26-8:2,36,0
1377,10,9,999,Gospel,St. Tikhon,John_10009_10016,John 10:9-16,37,0
1378,10,18,999,Vespers,"",1John_1001_1007,1 John 1:1-7,4,0
1379,10,18,999,Vespers,"",James_1001_1012,James 1:1-12,5,0
1380,10,18,999,Vespers,"",Jude_1001_1007|Jude_1017_1025,"Jude 1:1-7, 17-25",6,0
1381,10,18,999,Matins Gospel,"",John_21015_21025,John 21:15-25,29,0
1382,10,18,999,Epistle,St. Luke,Col_4005_4009|Col_4014_4014|Col_4018_4018,"Colossians 4:5-9, 14, 18",36,0
1383,10,18,999,Gospel,St. Luke,Luke_10016_10021,Luke 10:16-21,37,0
1384,10,26,999,Vespers,"",Comp_16001_16003,"Composite 16 - Isaiah 63:15-64:5, 8-9",4,0
1385,10,26,999,Vespers,"",Jer_2002_2012,Jeremiah 2:2-12,5,0
1386,10,26,999,Vespers,"",Wis_4007_4015,Wisdom of Solomon 4:7-15,6,0
1387,10,26,999,Matins Gospel,"",Matt_10016_10022,Matthew 10:16-22,29,0
1388,10,26,999,Epistle,Earthquake,Heb_12006_12013|Heb_12025_12027,"Hebrews 12:6-13, 25-27",36,0
1389,10,26,999,Gospel,Earthquake,Matt_8023_8027,Matthew 8:23-27,50,0
1390,10,26,999,Epistle,St. Demetrius,2Tim_2001_2010,2 Timothy 2:1-10,51,0
1391,10,26,999,Gospel,St. Demetrius,John_15017_16002,John 15:17-16:2,52,0
1392,10,31,999,Epistle,St. John Kochurov,Heb_13007_13016,Hebrews 13:7-16,34,0
1393,10,31,999,Gospel,St. John Kochurov,Luke_12032_12040,Luke 12:32-40,35,0
1394,10,31,999,Gospel,St. John Kochurov,John_10009_10016,John 10:9-16,60,0
1395,11,8,999,Vespers,"",Josh_5013_5015,Joshua 5:13-15,4,0
1396,11,8,999,Vespers,"",Judg_6002_6002|Judg_6007_6007|Judg_6011_6024,"Judges 6:2, 7, 11-24",5,0
1397,11,8,999,Vespers,"",Isa_14007_14020,Isaiah 14:7-20,6,0
1398,11,8,999,Matins Gospel,"",Matt_13024_13030|Matt_13036_13043,"Matthew 13:24-30, 36-43",29,0
1399,11,8,999,Epistle,Angels,Heb_2002_2010,Hebrews 2:2-10,36,0
1400,11,8,999,Gospel,Angels,Luke_10016_10021,Luke 10:16-21,37,0
1401,11,13,999,Vespers,"",Comp_2001_2004,"Composite 2 - Proverbs 10, 3, 8",4,0
1402,11,13,999,Vespers,"",Comp_4001_4004,"Composite 4 - Proverbs 10; Wisdom of Solomon 6, 7, 8, 9",5,0
1403,11,13,999,Vespers,"",Comp_5001_5007,"Composite 5 - Wisdom of Solomon 4, 6, 7, 2",6,0
1404,11,13,999,Matins Gospel,"",John_10001_10009,John 10:1-9,29,0
1405,11,13,999,Epistle,St. John Chrysostom,Heb_7026_8002,Hebrews 7:26-8:2,36,0
1406,11,13,999,Gospel,St. John Chrysostom,John_10009_10016,John 10:9-16,37,0
1407,11,14,999,Epistle,Apostle,1Cor_4009_4016,1 Corinthians 4:9-16,36,0
1408,11,14,999,Gospel,Apostle,John_1043_1051,John 1:43-51,37,0
1409,11,16,999,Vespers,"",1Peter_1001_2006,1 Peter 1:1-2:6,4,0
1410,11,16,999,Vespers,"",1Peter_2021_3009,1 Peter 2:21-3:9,5,0
1411,11,16,999,Vespers,"",1Peter_4001_4010,1 Peter 4:1-11,6,0
1412,11,16,999,Matins Gospel,"",John_21015_21025,John 21:15-25,29,0
1413,11,16,999,Epistle,Apostle,1Cor_4009_4016,1 Corinthians 4:9-16,36,0
1414,11,16,999,Gospel,Apostle,Matt_9009_9013,Matthew 9:9-13,37,0
1415,11,21,999,Vespers,"",Comp_17001_17003,Composite 17 - Exodus 40,4,0
1416,11,21,999,Vespers,"",Comp_18001_18003,"Composite 18 - 3 [1] Kings 7, 8",5,0
1417,11,21,999,Vespers,"",Ezek_43027_44004,Ezekiel 43:27-44:4,6,0
1418,11,21,999,Matins Gospel,"",Luke_1039_1049|Luke_1056_1056,"Luke 1:39-49, 56",29,0
1419,11,21,999,Epistle,Theotokos,Heb_9001_9007,Hebrews 9:1-7,89,0
1420,11,21,999,Gospel,Theotokos,Luke_10038_10042|Luke_11027_11028,"Luke 10:38-42; 11:27-28",99,0
1421,11,23,999,Epistle,St. Alexander,Gal_5022_6002,Galatians 5:22-6:2,36,0
1422,11,23,999,Gospel,St. Alexander,Matt_11027_11030,Matthew 11:27-30,37,0
1423,11,25,999,Epistle,Theotokos,Heb_9001_9007,Hebrews 9:1-7,36,0
1424,11,25,999,Gospel,Theotokos,Luke_10038_10042|Luke_11027_11028,"Luke 10:38-42; 11:27-28",37,0
1425,11,30,999,Vespers,"",1Peter_1001_2006,1 Peter 1:1-2:6,4,0
1426,11,30,999,Vespers,"",1Peter_2021_3009,1 Peter 2:21-3:9,5,0
1427,11,30,999,Vespers,"",1Peter_4001_4010,1 Peter 4:1-11,6,0
1428,11,30,999,Matins Gospel,"",Matt_4018_4023,Matthew 4:18-23,29,0
1429,11,30,999,Epistle,Apostle,1Cor_4009_4016,1 Corinthians 4:9-16,36,0
1430,11,30,999,Gospel,Apostle,John_1035_1051,John 1:35-51,37,0
1431,12,4,999,Epistle,St. Alexander,Heb_13007_13016,Hebrews 13:7-16,36,0
1432,12,4,999,Gospel,St. Alexander,Luke_12032_12040,Luke 12:32-40,37,0
1433,12,5,999,Vespers,"",Wis_3001_3009,Wisdom of Solomon 3:1-9,4,0
1434,12,5,999,Vespers,"",Wis_5015_6003,Wisdom of Solomon 5:15-6:3,5,0
1435,12,5,999,Vespers,"",Wis_4007_4015,Wisdom of Solomon 4:7-15,6,0
1436,12,5,999,Matins Gospel,"",Luke_6017_6023,Luke 6:17-23,29,0
1437,12,5,999,Epistle,Saint,Gal_5022_6002,Galatians 5:22-6:2,36,0
1438,12,5,999,Gospel,Saint,Matt_11027_11030,Matthew 11:27-30,37,0
1439,12,6,999,Vespers,"",Comp_2001_2004,"Composite 2 - Proverbs 10, 3, 8",4,0
1440,12,6,999,Vespers,"",Prov_10031_11012,Proverbs 10:31-11:12,5,0
1441,12,6,999,Vespers,"",Wis_4007_4015,Wisdom of Solomon 4:7-15,6,0
1442,12,6,999,Matins Gospel,"",John_10009_10016,John 10:9-16,29,0
1443,12,6,999,Epistle,Saint,Heb_13017_13021,Hebrews 13:17-21,36,0
1444,12,6,999,Gospel,Saint,Luke_6017_6023,Luke 6:17-23,37,0
1445,12,9,999,Epistle,St. Anna,Gal_4022_4031,Galatians 4:22-31,36,0
1446,12,9,999,Gospel,St. Anna,Luke_8016_8021,Luke 8:16-21,37,0
1447,12,13,999,Vespers,"",Wis_3001_3009,Wisdom of Solomon 3:1-9,4,0
1448,12,13,999,Vespers,"",Wis_5015_6003,Wisdom of Solomon 5:15-6:3,5,0
1449,12,13,999,Vespers,"",Wis_4007_4015,Wisdom of Solomon 4:7-15,6,0
1450,12,13,999,Matins Gospel,"",Matt_11027_11030,Matthew 11:27-30,29,0
1451,12,13,999,Epistle,Saint,Gal_5022_6002,Galatians 5:22-6:2,36,0
1452,12,13,999,Gospel,Saint,Luke_6017_6023,Luke 6:17-23,37,0
1453,12,24,999,"1st Hour, Prophecy","",Micah_5002_5004,Micah 5:2-4,1,0
1454,12,24,999,"1st Hour, Epistle","",Heb_1001_1012,Hebrews 1:1-12,2,0
1455,12,24,999,"1st Hour, Gospel","",Matt_1018_1025,Matthew 1:18-25,3,0
1456,12,24,999,"3rd Hour, Prophecy","",Baruch_3035_4004,Jeremiah (Baruch 3:35-4:4),4,0
1457,12,24,999,"3rd Hour, Epistle","",Gal_3023_3029,Galatians 3:23-29,5,0
1458,12,24,999,"3rd Hour, Gospel","",Luke_2001_2020,Luke 2:1-20,6,0
1459,12,24,999,"6th Hour, Prophecy","",Isa_7010_7016|Isa_8001_8004|Isa_8009_8010,"Isaiah 7:10-16; 8:1-4, 9-10",7,0
1460,12,24,999,"6th Hour, Epistle","",Heb_1010_2003,Hebrews 1:10-2:3,8,0
1461,12,24,999,"6th Hour, Gospel","",Matt_2001_2012,Matthew 2:1-12,9,0
1462,12,24,999,"9th Hour, Prophecy","",Isa_9006_9007,Isaiah 9:6-7,10,0
1463,12,24,999,"9th Hour, Epistle","",Heb_2011_2018,Hebrews 2:11-18,11,0
1464,12,24,999,"9th Hour, Gospel","",Matt_2013_2023,Matthew 2:13-23,12,0
1465,12,24,999,Vespers,"",Gen_1001_1013,Genesis 1:1-13,13,0
1466,12,24,999,Vespers,"",Num_24002_24003|Num_24005_24009|Num_24017_24018,"Numbers 24:2-3, 5-9, 17-18",14,0
1467,12,24,999,Vespers,"",Micah_4006_4007|Micah_5002_5004,"Micah 4:6-7; 5:2-4",15,0
1468,12,24,999,Vespers,"",Isa_11001_11010,Isaiah 11:1-10,16,0
1469,12,24,999,Vespers,"",Baruch_3035_4004,Jeremiah (Baruch 3:35-4:4),17,0
1470,12,24,999,Vespers,"",Dan_2031_2036|Dan_2044_2045,"Daniel 2:31-36, 44-45",18,0
1471,12,24,999,Vespers,"",Isa_9006_9007,Isaiah 9:6-7,19,0
1472,12,24,999,Vespers,"",Isa_7010_7016|Isa_8001_8004|Isa_8009_8010,"Isaiah 7:10-16; 8:1-4, 9-10",20,0
1473,12,24,999,Epistle,"",Heb_1001_1012,Hebrews 1:1-12,89,0
1474,12,24,999,Gospel,"",Luke_2001_2010,Luke 2:1-20,99,0
1475,12,25,999,Matins Gospel,"",Matt_1018_1025,Matthew 1:18-25,29,0
1476,12,25,999,Epistle,Nativity,Gal_4004_4007,Galatians 4:4-7,89,0
1477,12,25,999,Gospel,Nativity,Matt_2001_2012,Matthew 2:1-12,99,0
1478,12,27,999,Epistle,Saint,Acts_6008_6015|Acts_7001_7005|Acts_7047_7060,"Acts 6:8-15; 7:1-5, 47-60",36,0
1479,12,27,999,Gospel,Saint,Matt_21033_21042,Matthew 21:33-42,37,0
1480,12,26,999,Epistle,Theotokos,Heb_2011_2018,Hebrews 2:11-18,69,0
1481,12,26,999,Gospel,Theotokos,Matt_2013_2023,Matthew 2:13-23,79,0
1482,0,0,-29,Epistle,Departed,1Thess_4013_4017,1 Thessalonians 4:13-17,49,0
1483,0,0,-29,Gospel,Departed,John_5024_5030,John 5:24-30,59,0
1484,1,2,999,Matins Gospel,"",Matt_11027_11030,Matthew 11:27-30,29,0
1485,1,6,999,Great Blessing of Waters,"",Isa_35001_35010,Isaiah 35:1-10,101,0
1486,1,6,999,Great Blessing of Waters,"",Isa_55001_55013,Isaiah 55:1-13,102,0
1487,1,6,999,Great Blessing of Waters,"",Isa_12003_12006,Isaiah 12:3-6,103,0
1488,1,6,999,Great Blessing of Waters,Epistle,1Cor_10001_10004,1 Corinthians 10:1-4,104,0
1489,1,6,999,Great Blessing of Waters,Gospel,Mark_1009_1011,Mark 1:9-11,105,0
1490,1,30,999,Matins Gospel,"",John_10009_10016,John 10:9-16,29,0
1491,2,9,999,Epistle,Meeting,Heb_7007_7017,Hebrews 7:7-17,49,0
1492,2,9,999,Gospel,Meeting,Luke_2022_2040,Luke 2:22-40,59,0
1493,2,27,999,Matins Gospel,"",John_10001_10009,John 10:1-9,29,0
1494,3,9,999,Vespers,"",Isa_43009_43014,Isaiah 43:9-14,4,0
1495,3,9,999,Vespers,"",Wis_3001_3009,Wisdom of Solomon 3:1-9,5,0
1496,3,9,999,Vespers,"",Wis_5015_6003,Wisdom of Solomon 5:15-6:3,6,0
1497,3,9,999,Matins Gospel,"",Luke_21012_21019,Luke 21:12-19,29,0
1498,4,7,999,Vespers,"",Wis_3001_3009,Wisdom of Solomon 3:1-9,4,0
1499,4,7,999,Vespers,"",Wis_5015_6003,Wisdom of Solomon 5:15-6:3,5,0
1500,4,7,999,Vespers,"",Wis_4007_4015,Wisdom of Solomon 4:7-15,6,0
1501,4,7,999,Matins Gospel,"",John_10001_10009,John 10:1-9,29,0
1502,4,7,999,Epistle,St. Tikhon,Heb_7026_8002,Hebrews 7:26-8:2,49,0
1503,4,7,999,Gospel,St. Tikhon,John_10009_10016,John 10:9-16,59,0
1504,5,7,999,Matins Gospel,"",John_10009_10016,John 10:9-16,29,0
1505,6,11,999,Vespers,,1Peter_1003_1009,1 Peter 1:3-9,4,0
1506,6,11,999,Vespers,,1Peter_1013_1019,1 Peter 1:13-19,5,0
1507,6,11,999,Vespers,,1Peter_2011_2024,1 Peter 2:11-24,6,0
1508,6,11,999,Matins Gospel,"",John_21015_21025,John 21:15-25,29,0
1509,6,11,999,Epistle,Apostles,Acts_11019_11026|Acts_11029_11030,"Acts 11:19-26, 29-30",49,0
1510,6,11,999,Gospel,Apostles,Luke_10016_10021,Luke 10:16-21,59,0
1511,6,19,999,Matins Gospel,"",John_21015_21025,John 21:15-25,29,0
1512,6,30,999,Vespers,"",Isa_43009_43014,Isaiah 43:9-14,4,0
1513,6,30,999,Vespers,"",Wis_3001_3009,Wisdom of Solomon 3:1-9,5,0
1514,6,30,999,Vespers,"",Wis_5015_6003,Wisdom of Solomon 5:15-6:3,6,0
1520,10,23,999,Epistle,Saint,Gal_1011_1019,Gal 1:11-19,49,0
1521,10,23,999,Gospel,Saint,Matt_13054_13058,Matthew 13:54-58,59,0
